lat,lon,totnpp,elev,ele_std,air_t,ppt,sand,silt,clay,crop,corn,soybean,forest,other_cover,biome,methods,year,source,type,id
43.25,-94.25,597,368.7,11.4,8,840,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1986,prince,cell,539
43.25,-93.75,602,377.5,11.9,8,799,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1986,prince,cell,540
43.25,-93.25,599,372.2,16.3,8.1,896,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1986,prince,cell,541
43.25,-92.75,600,350.8,23.9,8,929,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1986,prince,cell,542
43.25,-92.25,599,368,21,8,898,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1986,prince,cell,543
43.25,-91.75,653,343.5,32.5,8,914,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1986,prince,cell,544
43.25,-91.25,639,299.2,55.4,8.5,836,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1986,prince,cell,545
40.75,-95.75,501,318.4,29.1,12,1082,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,546
40.75,-95.25,488,332.1,19.8,11.6,1042,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,547
40.75,-94.75,474,353.7,24,11.3,986,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,548
40.75,-94.25,477,353.3,22.2,11.3,940,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,549
40.75,-93.75,480,318.5,21,11.5,1003,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,550
40.75,-93.25,484,314.6,13.6,11.8,1009,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,551
40.75,-92.75,473,282.3,18.6,12.4,798,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,552
40.75,-92.25,455,238.3,20.7,12.5,756,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,553
40.75,-91.75,466,212.5,14.8,12.4,736,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,554
40.75,-91.25,484,199.5,22.7,12.1,732,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,555
41.25,-95.75,569,340.8,30.3,11.7,955,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,556
41.25,-95.25,562,368.7,20.9,11.2,950,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,557
41.25,-94.75,558,386.3,23,11,991,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,558
41.25,-94.25,541,370.5,25.9,11.2,949,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,559
41.25,-93.75,527,299.5,24.2,11.5,944,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,560
41.25,-93.25,536,264.4,21.5,11.8,873,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,561
41.25,-92.75,552,245.6,21.2,12.2,976,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,562
41.25,-92.25,548,238.6,17.4,12.2,853,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,563
41.25,-91.75,525,223.8,15.4,12.4,683,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,564
41.25,-91.25,484,200.3,22.7,12.1,704,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,565
41.75,-95.75,570,368.1,37.1,11.3,856,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,566
41.75,-95.25,571,409.5,23.3,10.9,901,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,567
41.75,-94.75,577,399,30.2,10.9,898,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,568
41.75,-94.25,582,326.2,25.9,11.4,899,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,569
41.75,-93.75,600,291,21.1,11.6,916,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,570
41.75,-93.25,610,274.2,22.4,11.5,925,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,571
41.75,-92.75,598,279.5,21.1,11.1,974,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,572
41.75,-92.25,587,263.8,18.4,11.4,849,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,573
41.75,-91.75,554,241,19.5,11.6,831,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,574
41.75,-91.25,555,236,22.9,11.5,719,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,575
41.75,-90.75,575,231.4,16.6,11.4,817,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,576
42.25,-96.25,553,357.1,32.9,11.2,702,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,577
42.25,-95.75,553,396.4,28.2,10.7,879,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,578
42.25,-95.25,556,413.8,19,10.4,851,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,579
42.25,-94.75,579,370.3,19.9,11,792,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,580
42.25,-94.25,582,343.3,10.6,11.2,839,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,581
42.25,-93.75,593,330.9,21.4,11.2,843,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,582
42.25,-93.25,630,326.5,21.6,11,862,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,583
42.25,-92.75,629,302.8,16.6,10.5,829,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,584
42.25,-92.25,619,280.2,16.1,10.6,845,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,585
42.25,-91.75,617,278.9,23.6,10.7,929,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,586
42.25,-91.25,633,286.6,22.3,10.6,918,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,587
42.25,-90.75,614,269.7,34.3,10.4,899,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,588
42.75,-96.25,542,399.4,23.2,10.5,638,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,589
42.75,-95.75,559,418.2,20.5,10.1,712,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,590
42.75,-95.25,558,415.1,18.6,9.8,815,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,591
42.75,-94.75,550,380.7,15.5,10.4,722,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,592
42.75,-94.25,584,352.6,7.7,10.7,741,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,593
42.75,-93.75,578,359.9,16.3,10.6,762,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,594
42.75,-93.25,602,356.5,24.2,10.5,730,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,595
42.75,-92.75,596,305.2,15.9,10.4,703,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,596
42.75,-92.25,628,311.1,23.1,10.2,800,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,597
42.75,-91.75,659,333.7,26.2,10.1,882,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,598
42.75,-91.25,677,299.9,42.9,10.3,864,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,599
43.25,-96.25,544,423.1,22,10.1,605,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,600
43.25,-95.75,560,451,21.4,9.6,679,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,601
43.25,-95.25,556,435.5,17.2,9.5,730,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,602
43.25,-94.75,576,407,24.1,9.7,748,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,603
43.25,-94.25,590,368.7,11.4,10.1,661,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,604
43.25,-93.75,577,377.5,11.9,10,666,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,605
43.25,-93.25,575,372.2,16.3,10,605,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,606
43.25,-92.75,564,350.8,23.9,9.9,617,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,607
43.25,-92.25,587,368,21,9.7,753,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,608
43.25,-91.75,644,343.5,32.5,9.8,843,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,609
43.25,-91.25,643,299.2,55.4,10.1,829,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1987,prince,cell,610
40.75,-95.75,446,318.4,29.1,11.2,523,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,611
40.75,-95.25,361,332.1,19.8,10.9,503,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,612
40.75,-94.75,293,353.7,24,10.5,504,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,613
40.75,-94.25,261,353.3,22.2,10.5,456,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,614
40.75,-93.75,255,318.5,21,10.6,484,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,615
40.75,-93.25,265,314.6,13.6,10.8,554,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,616
40.75,-92.75,294,282.3,18.6,11.3,501,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,617
40.75,-92.25,308,238.3,20.7,11.3,593,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,618
40.75,-91.75,308,212.5,14.8,11.2,608,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,619
40.75,-91.25,334,199.5,22.7,10.8,567,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,620
41.25,-95.75,415,340.8,30.3,10.9,526,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,621
41.25,-95.25,408,368.7,20.9,10.4,573,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,622
41.25,-94.75,370,386.3,23,10.2,479,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,623
41.25,-94.25,345,370.5,25.9,10.2,533,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,624
41.25,-93.75,335,299.5,24.2,10.5,534,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,625
41.25,-93.25,359,264.4,21.5,10.7,520,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,626
41.25,-92.75,323,245.6,21.2,11,473,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,627
41.25,-92.25,278,238.6,17.4,10.9,484,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,628
41.25,-91.75,286,223.8,15.4,11.1,485,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,629
41.25,-91.25,311,200.3,22.7,10.8,497,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,630
41.75,-95.75,419,368.1,37.1,10.3,554,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,631
41.75,-95.25,444,409.5,23.3,9.8,636,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,632
41.75,-94.75,427,399,30.2,9.8,610,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,633
41.75,-94.25,389,326.2,25.9,10.2,591,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,634
41.75,-93.75,372,291,21.1,10.4,632,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,635
41.75,-93.25,374,274.2,22.4,10.2,536,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,636
41.75,-92.75,350,279.5,21.1,9.8,455,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,637
41.75,-92.25,285,263.8,18.4,10,469,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,638
41.75,-91.75,275,241,19.5,10.3,535,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,639
41.75,-91.25,326,236,22.9,10.2,501,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,640
41.75,-90.75,341,231.4,16.6,10.1,545,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,641
42.25,-96.25,402,357.1,32.9,10.1,557,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,642
42.25,-95.75,440,396.4,28.2,9.5,632,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,643
42.25,-95.25,502,413.8,19,9.2,712,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,644
42.25,-94.75,490,370.3,19.9,9.7,696,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,645
42.25,-94.25,397,343.3,10.6,9.7,668,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,646
42.25,-93.75,354,330.9,21.4,9.7,651,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,647
42.25,-93.25,368,326.5,21.6,9.4,584,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,648
42.25,-92.75,411,302.8,16.6,9,505,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,649
42.25,-92.25,351,280.2,16.1,9.1,522,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,650
42.25,-91.75,317,278.9,23.6,9.3,574,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,651
42.25,-91.25,327,286.6,22.3,9.3,572,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,652
42.25,-90.75,365,269.7,34.3,9.1,533,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,653
42.75,-96.25,374,399.4,23.2,9.2,508,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,654
42.75,-95.75,483,418.2,20.5,8.7,582,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,655
42.75,-95.25,494,415.1,18.6,8.3,693,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,656
42.75,-94.75,464,380.7,15.5,8.7,682,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,657
42.75,-94.25,445,352.6,7.7,9,635,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,658
42.75,-93.75,458,359.9,16.3,8.9,652,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,659
42.75,-93.25,455,356.5,24.2,8.7,626,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,660
42.75,-92.75,414,305.2,15.9,8.7,582,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,661
42.75,-92.25,357,311.1,23.1,8.5,575,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,662
42.75,-91.75,395,333.7,26.2,8.6,570,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,663
42.75,-91.25,411,299.9,42.9,8.9,587,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,664
43.25,-96.25,398,423.1,22,8.5,494,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,665
43.25,-95.75,470,451,21.4,8,545,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,666
43.25,-95.25,450,435.5,17.2,7.8,549,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,667
43.25,-94.75,458,407,24.1,7.9,551,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,668
43.25,-94.25,498,368.7,11.4,8.2,592,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,669
43.25,-93.75,494,377.5,11.9,8,689,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,670
43.25,-93.25,441,372.2,16.3,8,614,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,671
43.25,-92.75,372,350.8,23.9,7.9,600,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,672
43.25,-92.25,327,368,21,7.9,612,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,673
43.25,-91.75,415,343.5,32.5,8.1,635,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,674
43.25,-91.25,453,299.2,55.4,8.6,605,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1988,prince,cell,675
40.75,-95.75,487,318.4,29.1,9.9,657,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,676
40.75,-95.25,467,332.1,19.8,9.5,741,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,677
40.75,-94.75,428,353.7,24,9.1,774,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,678
40.75,-94.25,419,353.3,22.2,9.1,698,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,679
40.75,-93.75,373,318.5,21,9.3,756,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,680
40.75,-93.25,365,314.6,13.6,9.5,746,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,681
40.75,-92.75,399,282.3,18.6,10.1,735,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,682
40.75,-92.25,387,238.3,20.7,10.1,746,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,683
40.75,-91.75,367,212.5,14.8,9.9,733,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,684
40.75,-91.25,383,199.5,22.7,9.7,714,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,685
41.25,-95.75,454,340.8,30.3,9.6,670,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,686
41.25,-95.25,492,368.7,20.9,9,811,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,687
41.25,-94.75,542,386.3,23,8.8,762,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,688
41.25,-94.25,527,370.5,25.9,8.8,742,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,689
41.25,-93.75,463,299.5,24.2,9.2,690,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,690
41.25,-93.25,461,264.4,21.5,9.4,708,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,691
41.25,-92.75,498,245.6,21.2,9.7,749,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,692
41.25,-92.25,482,238.6,17.4,9.6,769,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,693
41.25,-91.75,450,223.8,15.4,9.8,691,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,694
41.25,-91.25,437,200.3,22.7,9.6,706,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,695
41.75,-95.75,467,368.1,37.1,9.1,624,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,696
41.75,-95.25,555,409.5,23.3,8.5,726,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,697
41.75,-94.75,574,399,30.2,8.5,688,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,698
41.75,-94.25,574,326.2,25.9,8.9,737,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,699
41.75,-93.75,568,291,21.1,9.1,771,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,700
41.75,-93.25,544,274.2,22.4,8.9,686,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,701
41.75,-92.75,513,279.5,21.1,8.6,713,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,702
41.75,-92.25,505,263.8,18.4,8.8,717,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,703
41.75,-91.75,511,241,19.5,9,674,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,704
41.75,-91.25,578,236,22.9,9,658,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,705
41.75,-90.75,618,231.4,16.6,8.9,744,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,706
42.25,-96.25,518,357.1,32.9,9,483,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,707
42.25,-95.75,534,396.4,28.2,8.3,531,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,708
42.25,-95.25,558,413.8,19,7.9,626,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,709
42.25,-94.75,560,370.3,19.9,8.4,541,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,710
42.25,-94.25,580,343.3,10.6,8.4,728,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,711
42.25,-93.75,616,330.9,21.4,8.4,765,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,712
42.25,-93.25,548,326.5,21.6,8.3,667,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,713
42.25,-92.75,489,302.8,16.6,7.9,636,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,714
42.25,-92.25,475,280.2,16.1,8,719,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,715
42.25,-91.75,525,278.9,23.6,8.2,667,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,716
42.25,-91.25,558,286.6,22.3,8.1,629,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,717
42.25,-90.75,564,269.7,34.3,7.9,682,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,718
42.75,-96.25,529,399.4,23.2,8.1,459,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,719
42.75,-95.75,569,418.2,20.5,7.5,496,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,720
42.75,-95.25,574,415.1,18.6,7.1,551,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,721
42.75,-94.75,573,380.7,15.5,7.5,540,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,722
42.75,-94.25,615,352.6,7.7,7.8,643,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,723
42.75,-93.75,610,359.9,16.3,7.7,668,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,724
42.75,-93.25,532,356.5,24.2,7.7,556,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,725
42.75,-92.75,434,305.2,15.9,7.7,567,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,726
42.75,-92.25,482,311.1,23.1,7.5,717,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,727
42.75,-91.75,582,333.7,26.2,7.5,673,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,728
42.75,-91.25,634,299.9,42.9,7.8,655,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,729
43.25,-96.25,559,423.1,22,7.5,477,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,730
43.25,-95.75,566,451,21.4,6.9,512,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,731
43.25,-95.25,560,435.5,17.2,6.6,525,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,732
43.25,-94.75,558,407,24.1,6.8,526,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,733
43.25,-94.25,596,368.7,11.4,7,521,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,734
43.25,-93.75,550,377.5,11.9,7,499,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,735
43.25,-93.25,502,372.2,16.3,7,433,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,736
