lat,lon,totnpp,elev,ele_std,air_t,ppt,sand,silt,clay,crop,corn,soybean,forest,other_cover,biome,methods,year,source,type,id
43.25,-92.75,482,350.8,23.9,7,540,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,737
43.25,-92.25,515,368,21,7,684,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,738
43.25,-91.75,582,343.5,32.5,7.1,703,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,739
43.25,-91.25,581,299.2,55.4,7.6,668,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1989,prince,cell,740
40.75,-95.75,504,318.4,29.1,11.4,691,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,741
40.75,-95.25,510,332.1,19.8,11,811,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,742
40.75,-94.75,486,353.7,24,10.7,945,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,743
40.75,-94.25,453,353.3,22.2,10.7,1074,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,744
40.75,-93.75,470,318.5,21,11,991,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,745
40.75,-93.25,453,314.6,13.6,11.3,1014,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,746
40.75,-92.75,481,282.3,18.6,11.9,1022,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,747
40.75,-92.25,500,238.3,20.7,11.9,1014,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,748
40.75,-91.75,519,212.5,14.8,11.7,986,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,749
40.75,-91.25,557,199.5,22.7,11.3,1126,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,750
41.25,-95.75,548,340.8,30.3,11.1,668,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,751
41.25,-95.25,548,368.7,20.9,10.5,838,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,752
41.25,-94.75,550,386.3,23,10.3,918,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,753
41.25,-94.25,522,370.5,25.9,10.4,1014,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,754
41.25,-93.75,514,299.5,24.2,10.8,1063,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,755
41.25,-93.25,525,264.4,21.5,11.1,1064,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,756
41.25,-92.75,545,245.6,21.2,11.5,1081,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,757
41.25,-92.25,561,238.6,17.4,11.4,1048,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,758
41.25,-91.75,594,223.8,15.4,11.6,1018,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,759
41.25,-91.25,592,200.3,22.7,11.2,1061,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,760
41.75,-95.75,520,368.1,37.1,10.5,779,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,761
41.75,-95.25,580,409.5,23.3,10,828,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,762
41.75,-94.75,551,399,30.2,10,895,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,763
41.75,-94.25,549,326.2,25.9,10.4,986,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,764
41.75,-93.75,550,291,21.1,10.6,1106,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,765
41.75,-93.25,572,274.2,22.4,10.6,1090,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,766
41.75,-92.75,584,279.5,21.1,10.2,1103,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,767
41.75,-92.25,585,263.8,18.4,10.5,1078,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,768
41.75,-91.75,594,241,19.5,10.8,1001,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,769
41.75,-91.25,631,236,22.9,10.6,995,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,770
41.75,-90.75,660,231.4,16.6,10.6,1029,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,771
42.25,-96.25,537,357.1,32.9,10.3,599,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,772
42.25,-95.75,555,396.4,28.2,9.7,749,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,773
42.25,-95.25,577,413.8,19,9.4,870,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,774
42.25,-94.75,544,370.3,19.9,9.9,860,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,775
42.25,-94.25,528,343.3,10.6,10,1002,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,776
42.25,-93.75,530,330.9,21.4,10,1077,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,777
42.25,-93.25,575,326.5,21.6,9.9,1060,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,778
42.25,-92.75,574,302.8,16.6,9.5,1105,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,779
42.25,-92.25,583,280.2,16.1,9.6,1048,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,780
42.25,-91.75,615,278.9,23.6,9.9,975,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,781
42.25,-91.25,656,286.6,22.3,9.8,978,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,782
42.25,-90.75,661,269.7,34.3,9.7,999,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,783
42.75,-96.25,556,399.4,23.2,9.4,675,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,784
42.75,-95.75,582,418.2,20.5,8.9,801,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,785
42.75,-95.25,573,415.1,18.6,8.6,949,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,786
42.75,-94.75,541,380.7,15.5,9,880,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,787
42.75,-94.25,557,352.6,7.7,9.3,874,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,788
42.75,-93.75,580,359.9,16.3,9.3,961,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,789
42.75,-93.25,595,356.5,24.2,9.3,1001,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,790
42.75,-92.75,604,305.2,15.9,9.4,1024,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,791
42.75,-92.25,633,311.1,23.1,9.2,1046,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,792
42.75,-91.75,663,333.7,26.2,9.3,934,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,793
42.75,-91.25,697,299.9,42.9,9.5,895,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,794
43.25,-96.25,544,423.1,22,8.9,653,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,795
43.25,-95.75,562,451,21.4,8.3,718,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,796
43.25,-95.25,569,435.5,17.2,8.1,724,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,797
43.25,-94.75,589,407,24.1,8.3,724,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,798
43.25,-94.25,597,368.7,11.4,8.6,774,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,799
43.25,-93.75,608,377.5,11.9,8.6,912,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,800
43.25,-93.25,629,372.2,16.3,8.7,988,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,801
43.25,-92.75,634,350.8,23.9,8.8,1006,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,802
43.25,-92.25,612,368,21,8.8,963,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,803
43.25,-91.75,655,343.5,32.5,8.9,915,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,804
43.25,-91.25,636,299.2,55.4,9.4,866,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1990,prince,cell,805
40.75,-95.75,556,318.4,29.1,11.1,936,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,806
40.75,-95.25,542,332.1,19.8,10.7,944,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,807
40.75,-94.75,533,353.7,24,10.3,923,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,808
40.75,-94.25,493,353.3,22.2,10.4,940,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,809
40.75,-93.75,479,318.5,21,10.7,942,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,810
40.75,-93.25,458,314.6,13.6,11,1022,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,811
40.75,-92.75,474,282.3,18.6,11.6,974,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,812
40.75,-92.25,473,238.3,20.7,11.7,902,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,813
40.75,-91.75,483,212.5,14.8,11.7,839,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,814
40.75,-91.25,480,199.5,22.7,11.5,889,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,815
41.25,-95.75,597,340.8,30.3,10.7,939,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,816
41.25,-95.25,590,368.7,20.9,10.1,909,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,817
41.25,-94.75,585,386.3,23,9.8,943,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,818
41.25,-94.25,552,370.5,25.9,9.9,1008,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,819
41.25,-93.75,501,299.5,24.2,10.4,895,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,820
41.25,-93.25,502,264.4,21.5,10.7,885,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,821
41.25,-92.75,510,245.6,21.2,11.1,917,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,822
41.25,-92.25,505,238.6,17.4,11.2,783,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,823
41.25,-91.75,511,223.8,15.4,11.5,724,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,824
41.25,-91.25,469,200.3,22.7,11.3,750,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,825
41.75,-95.75,522,368.1,37.1,10,927,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,826
41.75,-95.25,599,409.5,23.3,9.4,914,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,827
41.75,-94.75,569,399,30.2,9.4,954,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,828
41.75,-94.25,545,326.2,25.9,9.8,1029,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,829
41.75,-93.75,526,291,21.1,10.1,1059,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,830
41.75,-93.25,536,274.2,22.4,10.1,1002,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,831
41.75,-92.75,535,279.5,21.1,9.8,967,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,832
41.75,-92.25,516,263.8,18.4,10.1,856,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,833
41.75,-91.75,497,241,19.5,10.5,882,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,834
41.75,-91.25,532,236,22.9,10.4,890,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,835
41.75,-90.75,562,231.4,16.6,10.4,948,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,836
42.25,-96.25,491,357.1,32.9,10,730,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,837
42.25,-95.75,516,396.4,28.2,9.2,898,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,838
42.25,-95.25,545,413.8,19,8.7,945,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,839
42.25,-94.75,511,370.3,19.9,9.2,945,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,840
42.25,-94.25,516,343.3,10.6,9.2,1051,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,841
42.25,-93.75,531,330.9,21.4,9.3,1114,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,842
42.25,-93.25,549,326.5,21.6,9.3,1095,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,843
42.25,-92.75,555,302.8,16.6,9.1,1110,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,844
42.25,-92.25,514,280.2,16.1,9.2,1055,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,845
42.25,-91.75,539,278.9,23.6,9.4,958,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,846
42.25,-91.25,596,286.6,22.3,9.4,984,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,847
42.25,-90.75,593,269.7,34.3,9.3,1044,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,848
42.75,-96.25,572,399.4,23.2,9.1,741,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,849
42.75,-95.75,593,418.2,20.5,8.4,868,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,850
42.75,-95.25,533,415.1,18.6,7.9,936,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,851
42.75,-94.75,475,380.7,15.5,8.3,1063,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,852
42.75,-94.25,461,352.6,7.7,8.5,1150,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,853
42.75,-93.75,470,359.9,16.3,8.6,1133,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,854
42.75,-93.25,507,356.5,24.2,8.7,1150,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,855
42.75,-92.75,562,305.2,15.9,8.8,1087,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,856
42.75,-92.25,594,311.1,23.1,8.6,1110,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,857
42.75,-91.75,654,333.7,26.2,8.6,1065,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,858
42.75,-91.25,686,299.9,42.9,8.9,1053,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,859
43.25,-96.25,581,423.1,22,8.5,628,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,860
43.25,-95.75,572,451,21.4,7.8,714,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,861
43.25,-95.25,519,435.5,17.2,7.5,793,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,862
43.25,-94.75,466,407,24.1,7.6,960,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,863
43.25,-94.25,441,368.7,11.4,7.8,1092,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,864
43.25,-93.75,466,377.5,11.9,7.8,1068,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,865
43.25,-93.25,524,372.2,16.3,8.1,1048,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,866
43.25,-92.75,565,350.8,23.9,8.1,1049,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,867
43.25,-92.25,582,368,21,8,1090,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,868
43.25,-91.75,656,343.5,32.5,8.1,1061,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,869
43.25,-91.25,635,299.2,55.4,8.6,990,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1991,prince,cell,870
40.75,-95.75,651,318.4,29.1,10.7,1004,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,871
40.75,-95.25,638,332.1,19.8,10.3,982,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,872
40.75,-94.75,587,353.7,24,10,970,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,873
40.75,-94.25,551,353.3,22.2,10,989,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,874
40.75,-93.75,519,318.5,21,10.2,1003,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,875
40.75,-93.25,506,314.6,13.6,10.5,958,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,876
40.75,-92.75,514,282.3,18.6,11,969,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,877
40.75,-92.25,554,238.3,20.7,11.1,922,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,878
40.75,-91.75,594,212.5,14.8,11,955,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,879
40.75,-91.25,623,199.5,22.7,10.8,977,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,880
41.25,-95.75,674,340.8,30.3,10.5,888,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,881
41.25,-95.25,666,368.7,20.9,9.9,891,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,882
41.25,-94.75,636,386.3,23,9.7,886,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,883
41.25,-94.25,598,370.5,25.9,9.7,897,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,884
41.25,-93.75,597,299.5,24.2,10.1,906,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,885
41.25,-93.25,595,264.4,21.5,10.3,947,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,886
41.25,-92.75,602,245.6,21.2,10.5,965,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,887
41.25,-92.25,601,238.6,17.4,10.5,840,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,888
41.25,-91.75,611,223.8,15.4,10.7,969,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,889
41.25,-91.25,632,200.3,22.7,10.5,974,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,890
41.75,-95.75,659,368.1,37.1,9.9,903,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,891
41.75,-95.25,665,409.5,23.3,9.4,809,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,892
41.75,-94.75,654,399,30.2,9.3,820,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,893
41.75,-94.25,662,326.2,25.9,9.7,831,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,894
41.75,-93.75,668,291,21.1,9.9,866,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,895
41.75,-93.25,668,274.2,22.4,9.8,877,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,896
41.75,-92.75,644,279.5,21.1,9.3,937,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,897
41.75,-92.25,625,263.8,18.4,9.5,786,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,898
41.75,-91.75,615,241,19.5,9.8,878,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,899
41.75,-91.25,649,236,22.9,9.6,982,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,900
41.75,-90.75,690,231.4,16.6,9.5,918,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,901
42.25,-96.25,659,357.1,32.9,9.6,769,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,902
42.25,-95.75,664,396.4,28.2,9.1,865,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,903
42.25,-95.25,676,413.8,19,8.7,925,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,904
42.25,-94.75,687,370.3,19.9,9.2,761,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,905
42.25,-94.25,684,343.3,10.6,9.2,847,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,906
42.25,-93.75,692,330.9,21.4,9.2,886,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,907
42.25,-93.25,710,326.5,21.6,9,861,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,908
42.25,-92.75,671,302.8,16.6,8.7,922,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,909
42.25,-92.25,656,280.2,16.1,8.7,833,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,910
42.25,-91.75,662,278.9,23.6,8.8,842,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,911
42.25,-91.25,669,286.6,22.3,8.6,936,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,912
42.25,-90.75,646,269.7,34.3,8.5,966,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,913
42.75,-96.25,645,399.4,23.2,8.7,776,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,914
42.75,-95.75,651,418.2,20.5,8.1,875,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,915
42.75,-95.25,659,415.1,18.6,7.8,1035,83,8,9,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,916
42.75,-94.75,675,380.7,15.5,8.3,934,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,917
42.75,-94.25,676,352.6,7.7,8.5,907,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,918
42.75,-93.75,673,359.9,16.3,8.5,883,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,919
42.75,-93.25,696,356.5,24.2,8.4,861,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,920
42.75,-92.75,674,305.2,15.9,8.4,879,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,921
42.75,-92.25,700,311.1,23.1,8.2,877,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,922
42.75,-91.75,688,333.7,26.2,8,805,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,923
42.75,-91.25,683,299.9,42.9,8.2,843,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,924
43.25,-96.25,631,423.1,22,8,841,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,925
43.25,-95.75,610,451,21.4,7.4,882,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,926
43.25,-95.25,605,435.5,17.2,7.2,853,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,927
43.25,-94.75,643,407,24.1,7.4,799,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,928
43.25,-94.25,680,368.7,11.4,7.7,892,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,929
43.25,-93.75,669,377.5,11.9,7.6,885,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,930
43.25,-93.25,631,372.2,16.3,7.7,838,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,931
43.25,-92.75,627,350.8,23.9,7.7,831,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,932
43.25,-92.25,606,368,21,7.6,800,37,33,30,-99,-99,-99,-99,-99,crop,NASS inventory/allometric,1992,prince,cell,933
